기업코드,기업이름,기업형태,업종,매출액,홈페이지,기업주소,사원수,설립일,대표자명
KzlJSlRwYXQ0bXhzSUN6clBsaFJsZz09,주식회사 모두리치(MODURICH Inc.),중소기업,그 외 기타 분류 안된 금융업,,,"경기 성남시 분당구 대왕판교로 660, B동 11층 1102호",,2019년 6월 7일 (업력 3년),"김병곤,이승백"
YXo1RHNkRU1jbTJNaFg3bEtZV3Y0UT09,(주)스퀘어베이스,중소기업,컴퓨터 프로그래밍 서비스업,"4억 8,509만원 (2015년 기준)",,"강원 원주시 혁신로 19, 703호",4 명 (2015년 기준),2010년 12월 23일 (업력 12년),심정용
R1B2dlJIZEMwZkltem5mQTErTHd3UT09,(주)세종아이티엘,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"496억 9,927만원 (2021년 기준)",www.sejongitl.co.kr,"서울 구로구 디지털로31길 41, 310호,311호",98 명 (2021년 기준),2014년 1월 29일 (업력 8년),박준규
RFc2UTVqZU0vT2JTc3dvQkxvcjliZz09,(주)로보코리아,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,6억 883만원 (2021년 기준),http://www.lovo.ai,"서울 강남구 테헤란로25길 7, 6층",27 명 (2022년 기준),2016년 11월 24일 (업력 6년),이승건
bFZpK2xZTTVmeGtVRmVrL29wK240dz09,위치컴퍼니 주식회사,중소기업,웹에이젼시,,witchwitch.io,서울특별시 강남구 선릉로121길 11 3층,11 명 (2021년 기준),2021년 1월 16일 (업력 1년),이민준
ZmpTMVNLUHA0VjdPRkExRytCT3BrZz09,포인트아이(주),중소기업,응용 소프트웨어 개발 및 공급업,"69억 5,382만원 (2021년 기준)",,"서울 강남구 언주로148길 19, 5층",,2018년 7월 4일 (업력 4년),이봉문
dUJSVmN2cjRmTW1pT2JGM2RJOWlCZz09,서버코리아 주식회사,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"19억 3,787만원 (2019년 기준)",www.serverkorea.com,"경기 안양시 동안구 벌말로 66, F동 412호",5 명 (2019년 기준),2011년 4월 12일 (업력 11년),이태경
VGF4bStTUGM0QjRJNE92bjZwZGxOUT09,(주)시아나,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"39억 1,228만원 (2021년 기준)",www.sianacorp.com,"서울 강남구 강남대로118길 20, 4층",,2019년 5월 17일 (업력 3년),임영화
cWsvSWdzMXhQMWlqNTg3WlJsWHNZZz09,(주)보라공사,중소기업,데이터베이스 및 온라인정보 제공업,365만원 (2021년 기준),,"부산 남구 신선로 365, 117호",,2020년 2월 28일 (업력 2년),김석
WGc5TVlZRkdGeFdmK1lCOUJyODRYUT09,플비엔,,포털·인터넷·컨텐츠,,,경북 구미시 송정대로 99 송정 유성푸르나임,,,김기수
dlU3ejBxQ3ZPQ0JwOHp1ZTdTejN6dz09,(주)폴라리스쓰리디,"중소기업, 주식회사",무인 항공기 및 무인 비행장치 제조업,"2억 5,460만원 (2020년 기준)",http://polaris3d.co/,"경북 포항시 남구 청암로 87, 702호",20 명 (2020년 기준),2018년 2월 23일 (업력 4년),곽인범
TlhOY2pBOHIvaEdaV2JZMnkxVklEZz09,(주)아리안,"중소기업, 주식회사, 수출입 기업",응용 소프트웨어 개발 및 공급업,"49억 1,731만원 (2021년 기준)",www.alian.co.kr,"서울 마포구 백범로31길 8, 업무시설 2동 607,608,609호",22 명 (2022년 기준),2016년 12월 21일 (업력 6년),박석원
c3JVeElwUGZHaHdtblQrclYrRHhQdz09,어드밴텍케이알(주),"중견기업, 외국인 투자기업, 병역특례 인증업체","컴퓨터 및 주변장치, 소프트웨어 도매업","949억 3,046만원 (2021년 기준)",www.advantech.co.kr,"서울 강서구 강서로 463, 4층",116 명 (2021년 기준),2009년 2월 6일 (업력 13년),정준교
U0Rtc1VDTVlVdXpudlR5aHdIRk9aQT09,(주)이엔피브이원,중소기업,응용 소프트웨어 개발 및 공급업,"8억 9,942만원 (2020년 기준)",http://www.enpv1.com,"충남 아산시 배방읍 희망로46번길 45-7, 502호",10 명 (2020년 기준),2011년 4월 13일 (업력 11년),이승재
U0Rtc1VDTVlVdXpudlR5aHdIRk9aQT09,(주)이엔피브이원,중소기업,응용 소프트웨어 개발 및 공급업,"8억 9,942만원 (2020년 기준)",http://www.enpv1.com,"충남 아산시 배방읍 희망로46번길 45-7, 502호",10 명 (2020년 기준),2011년 4월 13일 (업력 11년),이승재
Q045RnJnUUtTUXludVNVR2FTTnB3Zz09,(주)가온솔루션,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"21억 5,654만원 (2020년 기준)",,"경기 고양시 덕양구 충장로 8, 제1005호 제1006호 제1007호 제1008호",22 명 (2020년 기준),2013년 10월 7일 (업력 9년),최경석
Q045RnJnUUtTUXludVNVR2FTTnB3Zz09,(주)가온솔루션,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"21억 5,654만원 (2020년 기준)",,"경기 고양시 덕양구 충장로 8, 제1005호 제1006호 제1007호 제1008호",22 명 (2020년 기준),2013년 10월 7일 (업력 9년),최경석
dHQyTFJhcGJTeE9QYWl6Tjd4RUF1Zz09,(주)필라테크,"중소기업, 주식회사",통신ㆍ방송장비 및 부품 도매업,"260억 3,449만원 (2021년 기준)",www.feelatech.com,서울 강남구 선릉로125길 10,162 명 (2021년 기준),2002년 5월 3일 (업력 20년),박동현
Q045RnJnUUtTUXludVNVR2FTTnB3Zz09,(주)가온솔루션,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"21억 5,654만원 (2020년 기준)",,"경기 고양시 덕양구 충장로 8, 제1005호 제1006호 제1007호 제1008호",22 명 (2020년 기준),2013년 10월 7일 (업력 9년),최경석
OGI4NUNDUi9VVTlOaHNiUUxNdlNRUT09,(주)더블체인,중소기업,응용 소프트웨어 개발 및 공급업,"10억 8,411만원 (2020년 기준)",doublechain.co.kr,"서울 강남구 언주로147길 9-11, 지하1층 102호",43 명 (2018년 기준),2014년 3월 21일 (업력 8년),전삼구
NmtJLzlTa2tDeXNlMzluZWlnUzQ5dz09,씨제이올리브네트웍스(주),"대기업, 1000대기업",컴퓨터시스템 통합 자문 및 구축 서비스업,"5,556억 3,609만원 (2021년 기준)",www.cjolivenetworks.co.kr,"서울 용산구 한강대로 366, 10층",1309 명 (2022년 기준),1995년 3월 15일 (업력 27년),차인혁
UE5sUklOajg1ZmhQRFVIZVVCY3R5QT09,가온데이터,중소기업,유선 통신업,100억원 (2017년 기준),,"서울 영등포구 여의대방로69길 7, 607호",100 명 (2017년 기준),2013년 8월 16일 (업력 9년),이기원
QldNU2lvdEpGVERGeGdRUTR6alRHQT09,(주)아신정보기술,중소기업,시스템 소프트웨어 개발 및 공급업,25억원 (2016년 기준),www.asinit.co.kr,"경기 안양시 동안구 시민대로 401, 1608호",12 명 (2016년 기준),2008년 4월 17일 (업력 14년),조현희
Njh5VitBWTRqaytxUEpMYmpUcnBmdz09,(주)핀업,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"188억 1,784만원 (2020년 기준)",www.finup.co.kr,"서울 강남구 삼성로95길 10, 2-4층",48 명 (2022년 기준),2015년 6월 30일 (업력 7년),김인규
U0t4b2w4ZjNTd0dDQWZDYzh4WGZmdz09,디딤365(주),"중소기업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,183억원 (2021년 기준),www.didim365.com,"서울 금천구 디지털로9길 68, 20층 2006호, 2007호, 2008호, 2009호, 2010호, 16층 1601호, 1602호 (가)",101 명 (2021년 기준),2005년 5월 19일 (업력 17년),장민호
U0t4b2w4ZjNTd0dDQWZDYzh4WGZmdz09,디딤365(주),"중소기업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,183억원 (2021년 기준),www.didim365.com,"서울 금천구 디지털로9길 68, 20층 2006호, 2007호, 2008호, 2009호, 2010호, 16층 1601호, 1602호 (가)",101 명 (2021년 기준),2005년 5월 19일 (업력 17년),장민호
dUVvRjUzRmUveUtvRFZWSDNoQkU4QT09,(주)만나아이티,중소기업,응용 소프트웨어 개발 및 공급업,"5,909만원 (2020년 기준)",www.mannait.co.kr,"서울 영등포구 선유로3길 10, 719호",,2019년 10월 18일 (업력 3년),서정민
U0t4b2w4ZjNTd0dDQWZDYzh4WGZmdz09,디딤365(주),"중소기업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,183억원 (2021년 기준),www.didim365.com,"서울 금천구 디지털로9길 68, 20층 2006호, 2007호, 2008호, 2009호, 2010호, 16층 1601호, 1602호 (가)",101 명 (2021년 기준),2005년 5월 19일 (업력 17년),장민호
U0t4b2w4ZjNTd0dDQWZDYzh4WGZmdz09,디딤365(주),"중소기업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,183억원 (2021년 기준),www.didim365.com,"서울 금천구 디지털로9길 68, 20층 2006호, 2007호, 2008호, 2009호, 2010호, 16층 1601호, 1602호 (가)",101 명 (2021년 기준),2005년 5월 19일 (업력 17년),장민호
ak9WcTFhcHAvZzhXbTFsOUprRnJkdz09,(주)아이네트호스팅,"중소기업, 주식회사",호스팅 및 관련 서비스업,"52억 7,242만원 (2019년 기준)",www.inet.co.kr,,,2002년 2월 4일 (업력 20년),
dmRJYVBFc0RGdVdac3E5S0IrMlFIdz09,(주)루니미디어,"중소기업, 주식회사, 병역특례 인증업체",,,www.lunipark.com,"서울 강남구 논현로75길 16, 201호",,2017년 7월 25일 (업력 5년),박보성
cnJERWVrTjRyYy9aZE9ramd3SjZvdz09,(주)라온스토리,"중소기업, 연구소, 주식회사, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"7억 9,787만원 (2021년 기준)",www.raons.kr,"서울 구로구 디지털로33길 28, 1307호",17 명 (2021년 기준),2012년 10월 18일 (업력 10년),박재홍
WERTZGpYbWtFMkdVazlxYkwvMUJkQT09,㈜면사랑,,"면류, 마카로니 및 유사식품 제조업","1,114억 5,328만원 (2019년 기준)",www.noodlelovers.com,충북 진천군 이월면 궁동길 51-24,500 명 (2019년 기준),1991년 12월 11일 (업력 31년),정세장
NWtha084RGRpdE5Na2VTYkRXSGw2UT09,휴버텍,"중소기업, 주식회사, 수출입 기업",컴퓨터시스템 통합 자문 및 구축 서비스업,"308억 4,095만원 (2017년 기준)",www.huevertech.com,"서울 성동구 성수이로7길 7, 303호",51 명 (2017년 기준),2008년 12월 15일 (업력 14년),손진호
S1RzL1ZlU2tFR2VSUWhOUkFTNjJSUT09,(주)한컴인스페이스,"중소기업, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"74억 5,582만원 (2020년 기준)",www.inspace.co.kr,"대전 유성구 유성대로1312번길 20-62, 3층",86 명 (2020년 기준),2012년 1월 16일 (업력 10년),최명진
cUlJSXR1LzNycXAzR3dad253VDcrZz09,(주)비자허브,기타,데이터베이스 및 온라인정보 제공업,,visa-hub.co.kr,"경기 안양시 동안구 시민대로 187, 6층 608호",,2021년 9월 14일 (업력 1년),김승배
UGh5Q0R6M1piV1kzcUJRQXgwUmx2dz09,한화시스템(주),"코스피, 대기업, 1000대기업, 외국인 투자기업, 외부감사법인, 수출입 기업",그 외 기타 전자부품 제조업,,www.hanwhasystems.com,경북 구미시 1공단로 244,3883 명 (2021년 기준),2000년 1월 11일 (업력 22년),어성철
RURyL3luKzVTQUI4eFBXYm9ubVdpUT09,아이디얼블룸(iDealBloom),,IT컨설팅,,,서울 강남구 선릉로93길 40,,,안중혁
WnQvajFJekxQcElUVjZVblhBNzA2UT09,(주)벨로크,"중소기업, 주식회사, 외부감사법인",통신ㆍ방송장비 및 부품 도매업,"192억 5,510만원 (2020년 기준)",WWW.bellock.co.kr,"울산 중구 종가로 310, 702호 701호, 702호",53 명 (2020년 기준),2009년 9월 9일 (업력 13년),이정현
c0hmNDE0cjhsZ1hReXpseldsdE8rUT09,(주)에스유스카우트,"중소기업, 주식회사",고용 알선업,,www.suscout.com,"서울 서초구 반포대로 122, 201호",12 명 (2019년 기준),2009년 9월 21일 (업력 13년),김승욱
c0hmNDE0cjhsZ1hReXpseldsdE8rUT09,(주)에스유스카우트,"중소기업, 주식회사",고용 알선업,,www.suscout.com,"서울 서초구 반포대로 122, 201호",12 명 (2019년 기준),2009년 9월 21일 (업력 13년),김승욱
NlF4RHduUHg4Z21OSnE0dmNsSWhYUT09,(주)에스엔테크놀로지,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"25억 9,924만원 (2016년 기준)",www.esnt.co.kr,"서울 강남구 남부순환로 2706, 5층",35 명 (2016년 기준),2004년 2월 11일 (업력 18년),금교원
eVBhWHd1TmxTNHp6R1RiT1ZzUlRSZz09,(주)나목,"중소기업, 주식회사","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,www.namok.co.kr,"서울 강남구 테헤란로10길 16, 2층",,2021년 3월 16일 (업력 1년),옥순호
bElkcWFOdmdlZ2Y1cC9oQjB3L0k0Zz09,더모아넷(주),"중소기업, 주식회사",그 외 기타 정보 서비스업,"8,798만원 (2017년 기준)",http://www.themorenet.com,"서울 구로구 디지털로33길 48, 1108호",1 명 (2017년 기준),2014년 5월 8일 (업력 8년),이동규
UFhkdkRJOUV4T0orRFBYMWxZWG5GZz09,(주)트랜스코스모스코리아,"중견기업, 외국 법인기업, 주식회사",콜센터 및 텔레마케팅 서비스업,"2,810억 3,558만원 (2019년 기준)",www.trans-cosmos.co.kr,"서울 영등포구 여의대로 24, 35층",9658 명 (2022년 기준),2001년 5월 22일 (업력 21년),권상철
bElkcWFOdmdlZ2Y1cC9oQjB3L0k0Zz09,더모아넷(주),"중소기업, 주식회사",그 외 기타 정보 서비스업,"8,798만원 (2017년 기준)",http://www.themorenet.com,"서울 구로구 디지털로33길 48, 1108호",1 명 (2017년 기준),2014년 5월 8일 (업력 8년),이동규
VGNGbFU3L00xbHd0NUxnNXdEaVIvUT09,PP디자인,중소기업,복사업,,www.daonp.co.kr,"경기 수원시 장안구 영화로25번길 22, 112호",,,김정원
SG9NaEFqWSs2SzRRd01lM1YwYk9sUT09,㈜시스게이트,"외부감사법인, 주식회사",기타 정보기술 및 컴퓨터운영 관련 서비스업,"238억 2,501만원 (2016년 기준)",www.sysgate.co.kr,경기 안양시 동안구 흥안대로409번길 58,245 명 (2016년 기준),1999년 8월 11일 (업력 23년),홍성완
c2tPclF2cnJ3eUN3NXZzUnJjbjNQZz09,마드라스체크(주),"중소기업, 스타트업",시스템 소프트웨어 개발 및 공급업,"40억 1,235만원 (2021년 기준)",www.flow.team,"서울 영등포구 영신로 220, 1409호, 1410호, 1411호, 1412호",73 명 (2022년 기준),2015년 11월 2일 (업력 7년),이학준
c2tPclF2cnJ3eUN3NXZzUnJjbjNQZz09,마드라스체크 주식회사,"중소기업, 스타트업",시스템 소프트웨어 개발 및 공급업,"40억 1,235만원 (2021년 기준)",www.flow.team,"서울 영등포구 영신로 220, 1409호, 1410호, 1411호, 1412호",73 명 (2022년 기준),2015년 11월 2일 (업력 7년),이학준
WnZJU3l5YkRwZXlvdWEzN2pjNGgxUT09,(주)핀솔정보,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"74억 6,453만원 (2019년 기준)",http://www.finsolit.co.kr,"서울 송파구 백제고분로 63, I동 1003호",103 명 (2018년 기준),2009년 8월 4일 (업력 13년),전신일
NnBWN3p3RUpSWWNHMUZRVXJ5Vld0QT09,(주)이니스컴퍼니,중소기업,전자상거래 소매업,,,"서울 강남구 영동대로 602, 6층 에프73",,2020년 11월 4일 (업력 2년),남병우
K2ZEbzNEbHJ2OGtBVEVkQ1B6aU9mZz09,(주)브라보텍,"중소기업, 주식회사","컴퓨터 및 주변장치, 소프트웨어 도매업","242억 1,991만원 (2020년 기준)",bravotec.co.kr,"서울 용산구 원효로 158, 601호",9 명 (2021년 기준),2010년 7월 22일 (업력 12년),진상언
d3ltbCthcE1PU1ZQQ0NPaUxlaGpRZz09,(주)인써어치컨설팅,"중소기업, 주식회사",고용 알선업,,http://www.insrc.co.kr,"서울 강남구 언주로 647, 4층 484호",,2000년 5월 4일 (업력 22년),이경미
ZW1VRmlCRXBUaVFxUmhkRXhNYnl5QT09,(주)신성씨에스,중소기업,기타 엔지니어링 서비스업,"80억 6,154만원 (2016년 기준)",www.shinsungcs.co.kr,경기 성남시 분당구 대왕판교로395번길 8,50 명 (2016년 기준),2006년 2월 14일 (업력 16년),이정선
b3JBWlQySE1vbHE1eHMvckY3dlhYQT09,(주)투믹스,"중소기업, 스타트업, 주식회사",포털 및 기타 인터넷 정보매개 서비스업,,www.toomics.com,"서울 강남구 테헤란로98길 8, 4층",105 명 (2021년 기준),2014년 4월 30일 (업력 8년),손성일
eVFWZTdiakdkeTlmd1FDSVl3b3VuQT09,디퍼런트에이치알,,시설관리·경비·용역,,http://www.differenthr.co.kr,경기 평택시 세교동 406-10번지,,2017년 10월 10일 (업력 5년),송유진
c0hmNDE0cjhsZ1hReXpseldsdE8rUT09,(주)에스유스카우트,"중소기업, 주식회사",고용 알선업,,www.suscout.com,"서울 서초구 반포대로 122, 201호",12 명 (2019년 기준),2009년 9월 21일 (업력 13년),김승욱
MUJnRm1JMXJ0VGliK1BIRUthZkM5Zz09,(주)인커스소프트,"중소기업, 주식회사",시스템ㆍ응용 소프트웨어 개발 및 공급업,"25억 5,000만원 (2018년 기준)",www.incus.co.kr,"서울 영등포구 양산로 91, F동 8층 812호",12 명 (2018년 기준),2003년 3월 1일 (업력 19년),양원계
cVpTb2FVOXUveWpBUzJsc0JJRjVhQT09,(주)더블유컨셉코리아,"중소기업, 주식회사",전자상거래 소매업,"999억 9,188만원 (2021년 기준)",www.wconcept.co.kr,"서울 강남구 테헤란로14길 16, 5층",253 명 (2021년 기준),2008년 10월 6일 (업력 14년),이은철
U3Znd2xybDhrWDlSdHArU3A1anRjdz09,디펙트럼,중소기업,응용 소프트웨어 개발 및 공급업,,sally.company,"서울 마포구 성지길 55, 3층",,,박정현
U3Znd2xybDhrWDlSdHArU3A1anRjdz09,디펙트럼,중소기업,응용 소프트웨어 개발 및 공급업,,sally.company,"서울 마포구 성지길 55, 3층",,,박정현
cTdqMG02MmVWQ0Fqd052SXM4OG53Zz09,엔티콘(주),중소기업,시스템 소프트웨어 개발 및 공급업,"1억 4,448만원 (2020년 기준)",www.ntcon.co,"서울 중구 청계천로 40, 819호",6 명 (2019년 기준),2015년 2월 2일 (업력 7년),이동균
K2dicm80U0ExeG12djRubnFFbnZTdz09,한시큐리티(주),"중소기업, 연구소, 주식회사, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,"30억 4,375만원 (2021년 기준)",www.hansecurity.com,"경기 과천시 별양상가2로 14, 6층 608호",34 명 (2022년 기준),2010년 9월 3일 (업력 12년),김위택/정재우
dk83dFNGMWxiVGJ4MWY0R3VXQVF3dz09,(주)다돌,"중소기업, 주식회사",기타 정보기술 및 컴퓨터운영 관련 서비스업,4억원 (2020년 기준),www.sechain.co.kr,,11 명 (2020년 기준),2019년 5월 21일 (업력 3년),윤양식
WTdDVS93RU1Wb1N2V3VpQkJxWUNjZz09,농심엔지니어링(주),"중견기업, 외부감사법인, 수출입 기업",기타 엔지니어링 서비스업,"1,484억 8,332만원 (2019년 기준)",www.nongshimeng.com,서울 동작구 여의대방로 112,144 명 (2019년 기준),1997년 7월 24일 (업력 25년),김기호
bSswSnJ5dnZ0YkI0c1pVY094dWF2UT09,(주)인텔리시스,중소기업,응용 소프트웨어 개발 및 공급업,"6억 3,809만원 (2020년 기준)",,"서울 관악구 관악로 1, 138동 111호,112호,113호",11 명 (2021년 기준),2017년 12월 12일 (업력 5년),박성찬/박은영
Ykt5UFhPaVBueUt1Z3NES2NMakhmQT09,(주)아이티밴드,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,22억원 (2022년 기준),www.itband.co.kr,"대전 서구 대덕대로242번길 15, 804호",,2014년 4월 7일 (업력 8년),김흥교
YkhXN0dzcW5lR21xb3NUQ2NPRHFvUT09,팔피엠크리에이티브,"중소기업, 스타트업",응용 소프트웨어 개발 및 공급업,"13억 5,714만원 (2020년 기준)",www.8pmbiz.com,"대구 수성구 알파시티1로 160, 5층 512호",7 명 (2020년 기준),2017년 9월 1일 (업력 5년),전준룡
NzFxTUp6V2NiNzR0bVRHbUlSY1FKUT09,(주)이원정보기술,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"104억 2,671만원 (2021년 기준)",www.enterprise1.co.kr,"경기 성남시 분당구 판교역로 231, S동 811호",74 명 (2022년 기준),2000년 12월 7일 (업력 22년),이태국
eXpKTkJMTjNJejVqczAzZkJUeUFCQT09,주식회사 그린블루,중소기업,컴퓨터 프로그래밍 서비스업,"31억 5,000만원 (2020년 기준)",www.green-blue.co.kr/,"경기 의왕시 이미로 40, A동 723호",38 명 (2020년 기준),2017년 12월 27일 (업력 5년),김정욱
THJtd0k2MzZsSGUzQVYya09FOFJYQT09,주식회사 알로카도스,"중소기업, 사단법인, 주식회사",솔루션·SI·ERP·CRM,,www.colawork.com,서울 강남구 선릉로 428,8 명 (2021년 기준),2021년 3월 22일 (업력 1년),강준영
RHR3K1VrVmRYWWZnblVjaXdVSysvdz09,(주)얍모바일,"중소기업, 주식회사",포털 및 기타 인터넷 정보매개 서비스업,,www.yap.net,"서울 강남구 도산대로 549, 2층 3층",,2019년 11월 20일 (업력 3년),안경훈
QThzbkVwTXIyMG5CVzEzK3pXWUdqdz09,(주)로젠소프트,중소기업,응용 소프트웨어 개발 및 공급업,"14억 3,430만원 (2021년 기준)",,"경기 수원시 영통구 신원로 88, 101동 1009호",12 명 (2022년 기준),2020년 2월 25일 (업력 2년),장동식
UjY4b0pyMW9OeGFrVVdNRUdwV05Idz09,쓰리피체인(주),"중소기업, 주식회사","컴퓨터 및 주변장치, 소프트웨어 도매업","36억 7,763만원 (2021년 기준)",http://www.3pchain.co.kr,"서울 서초구 바우뫼로27길 7-35, 2층",12 명 (2022년 기준),2013년 12월 24일 (업력 9년),노무랑
WU9IdjAxM2dWOUpncVU4S01DRW1CZz09,제이에이씨리크루트먼트코리아(주),"중소기업, 외국 법인기업, 주식회사",고용 알선업,,www.jac-recruitment.kr,"서울 강남구 테헤란로 322, 615호,616호,617호",,2011년 9월 1일 (업력 11년),유이치로 츠치야마
WU9IdjAxM2dWOUpncVU4S01DRW1CZz09,제이에이씨리크루트먼트코리아(주),"중소기업, 외국 법인기업, 주식회사",고용 알선업,,www.jac-recruitment.kr,"서울 강남구 테헤란로 322, 615호,616호,617호",,2011년 9월 1일 (업력 11년),유이치로 츠치야마
elpBa0x3eDVwOFp0OUlpWFQycWJUZz09,(주)브이앤지,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"30억 7,732만원 (2016년 기준)",http://vng.co.kr/,"경기 성남시 수정구 창업로 54, 414호",35 명 (2021년 기준),2013년 5월 7일 (업력 9년),주제호
WU9IdjAxM2dWOUpncVU4S01DRW1CZz09,제이에이씨리크루트먼트코리아(주),"중소기업, 외국 법인기업, 주식회사",고용 알선업,,www.jac-recruitment.kr,"서울 강남구 테헤란로 322, 615호,616호,617호",,2011년 9월 1일 (업력 11년),유이치로 츠치야마
cnVhdjloOEk5MFNNQndGSW9Ea29rZz09,(주)테이크아웃,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,http://www.takout.co.kr/,"서울 마포구 월드컵북로1길 52, 2층",8 명 (2018년 기준),2016년 7월 25일 (업력 6년),문복균
SkJDMHNkOFNUL0dqWFN6MUE2UkhjUT09,(주)글로벌마켓포커스,"중소기업, 주식회사, 연구소",시장조사 및 여론조사업,,,"서울 강남구 테헤란로52길 6, 1501호, 1502호",8 명 (2015년 기준),2014년 9월 3일 (업력 8년),문용주
RHE1SXZqK2dCaThTc2dMWHYwV0laQT09,(주)메타캠프,중소기업,유선 온라인 게임 소프트웨어 개발 및 공급업,,,"경기 성남시 수정구 복정로 76, 5303호",,2021년 4월 2일 (업력 1년),송영일
SDZ5MnNxOEF3elVsUk92OVhWR29zQT09,(주)굿링크,"중소기업, 주식회사","컴퓨터 및 주변장치, 소프트웨어 도매업","71억 8,745만원 (2017년 기준)",www.good-link.co.kr,경남 진주시 동진로 307,36 명 (2020년 기준),2005년 7월 15일 (업력 17년),이윤순
RXFPN09VUk05dTlqVHBsUXRQS2xBZz09,(주)케이사인,"코스닥, 중소기업, 주식회사, 외부감사법인, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,,www.ksign.com,"서울 강남구 선릉로 577, 5층 지하1층",81 명 (2021년 기준),2013년 12월 26일 (업력 9년),최승락
eHhWVWVoVnRJN0c1RnpjMlppVWNZZz09,에이치엘비제약(주),"코스닥, 중소기업",의학 및 약학 연구개발업,,www.hlbpharma.co.kr,경기 남양주시 경강로 27,153 명 (2021년 기준),1998년 4월 23일 (업력 24년),박재형/전복환
K2dicm80U0ExeG12djRubnFFbnZTdz09,한시큐리티(주),"중소기업, 연구소, 주식회사, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,"30억 4,375만원 (2021년 기준)",www.hansecurity.com,"경기 과천시 별양상가2로 14, 6층 608호",34 명 (2022년 기준),2010년 9월 3일 (업력 12년),김위택/정재우
UVQ4U1R6ZmlFbWp2YVZodkNWRlcvQT09,(주)인라이플,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.enliple.com,"서울 구로구 디지털로 272, 501호,502호,503호,504호",323 명 (2022년 기준),2012년 6월 20일 (업력 10년),한경훈/이근옥
K2dicm80U0ExeG12djRubnFFbnZTdz09,한시큐리티(주),"중소기업, 연구소, 주식회사, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,"30억 4,375만원 (2021년 기준)",www.hansecurity.com,"경기 과천시 별양상가2로 14, 6층 608호",34 명 (2022년 기준),2010년 9월 3일 (업력 12년),김위택/정재우
UFo4UStmQWcxWFYrWXI2YU9PcVd3Zz09,(주)그래코퍼레이션,"중소기업, 주식회사",그 외 기타 분류 안된 사업지원 서비스업,40억 142만원 (2021년 기준),graecorp.co.kr,"부산 해운대구 센텀동로 71, 601호",,2020년 3월 9일 (업력 2년),전혜성
YVpxa0xHZlRuTkNodGlOc2Z4OVJoQT09,㈜비디,"중소기업, 병역특례 인증업체",컴퓨터시스템 통합 자문 및 구축 서비스업,260억원 (2019년 기준),www.bluedigm.com,"서울 구로구 디지털로 288, 1708호",110 명 (2019년 기준),2003년 10월 23일 (업력 19년),김기용
YVpxa0xHZlRuTkNodGlOc2Z4OVJoQT09,㈜비디,"중소기업, 병역특례 인증업체",컴퓨터시스템 통합 자문 및 구축 서비스업,260억원 (2019년 기준),www.bluedigm.com,"서울 구로구 디지털로 288, 1708호",110 명 (2019년 기준),2003년 10월 23일 (업력 19년),김기용
UENBYVE0MFlrQnJwOWVNWitpYytmZz09,에스디씨마이크로(주),중소기업,전기ㆍ전자공학 연구개발업,50억원 (2017년 기준),,"서울 금천구 가산디지털1로 196, 1305호",50 명 (2017년 기준),2006년 11월 10일 (업력 16년),유기혁
SDlsZVNlVWo5cE1QcHFVa0pjWGkwZz09,(주)플로소프트,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"11억 6,053만원 (2017년 기준)",www.flowsoft.net,"경기 용인시 기흥구 흥덕1로 13, A동 2105호",14 명 (2013년 기준),2007년 11월 5일 (업력 15년),서덕영
QjAvWTRjdksycXVIUjFoWFB6cmxYQT09,(주)제이오텍,"외부감사법인, 주식회사, 병역특례 인증업체, 수출입 기업","물질 검사, 측정 및 분석기구 제조업",383억 260만원 (2019년 기준),www.jeiotech.com,대전 유성구 테크노2로 153,210 명 (2019년 기준),1989년 10월 5일 (업력 33년),신현주/김기성
