기업코드,기업이름,기업형태,업종,매출액,홈페이지,기업주소,사원수,설립일,대표자명
Rmd6bWNsOHhRK0czeWF3aUE3bUNpZz09,㈜벤처피플,"중소기업, 주식회사",경영 컨설팅업,,,"서울 강남구 테헤란로87길 36, 23층",,2000년 7월 19일 (업력 22년),임용진
dkIrL2dhU3hBQmFEOWhvdWh5NFQyQT09,(주)니트머스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"59억 8,170만원 (2020년 기준)",www.nitmus.com,"서울 중구 명동길 65, 11층",25 명 (2020년 기준),2004년 12월 1일 (업력 18년),김용재
NUI5MjhlT3JBNUFOeGU5bVhGSG5oZz09,한국모바일인증(주),"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"191억 3,413만원 (2021년 기준)",www.kmcert.com,"서울 구로구 디지털로 243, 16층",30 명 (2021년 기준),2005년 9월 14일 (업력 17년),박종진
RnFWakIwcjBmeCthcUlhY2paTS8rZz09,(주)디버,"중소기업, 주식회사",데이터베이스 및 온라인정보 제공업,,dver.co.kr,"서울 마포구 마포대로 122, 17층",38 명 (2021년 기준),2019년 11월 20일 (업력 3년),장승래
Skh5N1B0U3VsbXgrMHljdUltMVgyUT09,SMI,중소기업,,6억원 (2016년 기준),www.visionsmi.com,서울 구로구 디지털로33길 28,20 명 (2016년 기준),2011년 7월 1일 (업력 11년),송용탁
Skh5N1B0U3VsbXgrMHljdUltMVgyUT09,SMI,중소기업,,6억원 (2016년 기준),www.visionsmi.com,서울 구로구 디지털로33길 28,20 명 (2016년 기준),2011년 7월 1일 (업력 11년),송용탁
KzRWcjl3bm9vTGwzNGw0MXFBdFFlQT09,(주)유엔이커뮤니케이션즈,중소기업,응용 소프트웨어 개발 및 공급업,"8억 4,717만원 (2019년 기준)",www.unecom.kr/,"울산 중구 학성1길 55, 301호",25 명 (2019년 기준),2015년 5월 13일 (업력 7년),최영호
Wmw2ZnpuMHQwWHA0UXdVZVlER2dFQT09,(주)모은넷,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,http://www.m-n.kr,"경기 수원시 영통구 신원로 55, 테크트리영통지식산업센터 제15층 제1507호 제1508호",9 명 (2018년 기준),2012년 4월 10일 (업력 10년),송달섭
Wmw2ZnpuMHQwWHA0UXdVZVlER2dFQT09,(주)모은넷,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,http://www.m-n.kr,"경기 수원시 영통구 신원로 55, 테크트리영통지식산업센터 제15층 제1507호 제1508호",9 명 (2018년 기준),2012년 4월 10일 (업력 10년),송달섭
QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,굿커리어,중소기업,경영 컨설팅업,,www.goodcareer.co.kr,서울 강남구 봉은사로 121,26 명 (2020년 기준),,유창덕
QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,굿커리어,중소기업,경영 컨설팅업,,www.goodcareer.co.kr,서울 강남구 봉은사로 121,26 명 (2020년 기준),,유창덕
S3Q1MjdTeUpLSmNhRi92R1ZQSWZpUT09,(주)셀러노트,"중소기업, 주식회사","화물운송 중개, 대리 및 관련 서비스업","7,667만원 (2019년 기준)",ship-da.com,"서울 종로구 새문안로 89, 901호",,2019년 5월 30일 (업력 3년),이중원
b1RuVHVoNFZyY2ZBcFgxdmN2UU91Zz09,대림비앤코(주),"코스피, 1000대기업, 중견기업, 외부감사법인, 수출입 기업",위생용 및 산업용 도자기 제조업,,www.daelimbath.com,경남 창원시 성산구 공단로 52,760 명 (2021년 기준),1968년 9월 20일 (업력 54년),강태식
aW9sd2JlUHkwZWNja3pGeVNlaWF2QT09,한국정보통신(주),"코스닥, 1000대기업, 중견기업, 외국인 투자기업, 외부감사법인, 수출입 기업",그 외 기타 전기 통신업,,www.kicc.co.kr,"서울 중구 세종대로 39, 7층",237 명 (2021년 기준),1986년 5월 9일 (업력 36년),임명수
QlVrMkhxOU04UjNJWUliN0V5azFqZz09,(주)신한디에스,"중견기업, 외부감사법인",시스템 소프트웨어 개발 및 공급업,"2,389억 3,362만원 (2021년 기준)",www.shinhansys.co.kr,서울 중구 남대문로10길 29,887 명 (2021년 기준),1991년 5월 13일 (업력 31년),조경선
N2NrZGxnbmNQbTdCbGpkZ042VVNkUT09,(주)더에스엠씨그룹,"중소기업, 주식회사",광고 대행업,,https://thesmc.co.kr,서울 강남구 봉은사로49길 22,266 명 (2018년 기준),2010년 9월 30일 (업력 12년),김용태
UjlmUDFHeklOTE13VDJDRFVQVSs2QT09,(주)와이지비에스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"16억 2,646만원 (2020년 기준)",http://ygbs.co.kr,"대전 중구 중앙로129번길 22, 3층",,2018년 2월 14일 (업력 4년),김봉섭
dHkzUFdpdzJhNmpDVkZhYWk2OXhVdz09,테크온미디어(주),중소기업,컴퓨터 프로그래밍 서비스업,,www.techonmedia.com/,"서울 영등포구 국제금융로6길 30, 801호",9 명 (2020년 기준),2018년 1월 31일 (업력 4년),김경순
aERKRk9oOFNDQW1OdndTQVdJMnM1UT09,(재)부산인재개발원,"기타, 재단법인, 학교/교육기관",기타 기술 및 직업훈련학원,"31억 6,330만원 (2018년 기준)",http://www.busanit.ac.kr,부산 수영구 광남로 70,59 명 (2016년 기준),1993년 1월 7일 (업력 29년),나희성
ZU5Vc0tIVVd6UnJDNHFwd3hYTUh0dz09,(주)스카우트플랜,주식회사,연구소·컨설팅·조사,,http://www.scoutplan.co.kr,서울 강남구 논현로 340 정도빌딩 6층,21 명 (2021년 기준),2012년 1월 1일 (업력 10년),
N3Y5S010SmhMLzM1M3dWdGh6RXBBUT09,동양생명보험(주),"코스피, 대기업, 1000대기업, 외국인 투자기업, 외부감사법인",생명 보험업,,www.myangel.co.kr,서울 종로구 종로 33,971 명 (2021년 기준),1989년 4월 20일 (업력 33년),저우궈단
UVQ4U1R6ZmlFbWp2YVZodkNWRlcvQT09,(주)인라이플,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.enliple.com,"서울 구로구 디지털로 272, 501호,502호,503호,504호",323 명 (2022년 기준),2012년 6월 20일 (업력 10년),한경훈/이근옥
YnVrL1k5T09kYy8xR01heFRVM2RxQT09,(주)아크로퓨처,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"24억 9,315만원 (2020년 기준)",www.acrofuture.com,"서울 강남구 도곡로2길 14, 3층",19 명 (2022년 기준),2009년 7월 8일 (업력 13년),김철우
RUlLMmxSbEpnZ01GM202QXFBNVExdz09,미디어텍코리아(주),"중소기업, 외국인 투자기업",메모리용 전자집적회로 제조업,"104억 8,175만원 (2014년 기준)",,"경기 성남시 분당구 황새울로 216, 4층 402호",167 명 (2014년 기준),2007년 2월 1일 (업력 15년),쿠타웨이
QUx3RVAxbFB5TWFhbW51UW5PY0ErQT09,(주)지나인,중소기업,교과서 및 학습서적 출판업,,talktomeinkorean.com,"서울 마포구 월드컵북로 21, 6층",,2011년 4월 12일 (업력 11년),선현우/최경은
YkxFY1RRTFpsWVJQcmdMcWVvVHZlZz09,센텍(주),"중소기업, 수출입 기업",기체 여과기 제조업,,www.scentec.co.kr,경기 군포시 군포첨단산업2로 102,6 명 (2022년 기준),1999년 4월 13일 (업력 23년),권용석
NWJIZ0tjb1krNDRBSGVlR09tSlpNQT09,(주)위비즈넷,중소기업,응용 소프트웨어 개발 및 공급업,4억 515만원 (2018년 기준),www.webiznet.com,"서울 송파구 법원로 114, B동 806호",7 명 (2018년 기준),2016년 7월 13일 (업력 6년),박성철
bDlWMWlMSHVYMnJPZllxSGxWeHA4UT09,(주)스쿨버스,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"7억 5,000만원 (2021년 기준)",www.safeschoolbus.net/,"서울 마포구 백범로31길 21, 본관 531호",40 명 (2021년 기준),2018년 4월 23일 (업력 4년),김현/여은영
bEl4VFRFN051aTFRSEEwYzJscW9wUT09,라인비즈플러스(주),대기업,응용 소프트웨어 개발 및 공급업,"92억 8,862만원 (2021년 기준)",,"경기 성남시 분당구 분당내곡로 117, 6층",203 명 (2021년 기준),2014년 8월 26일 (업력 8년),고영수
T2RJNk9lQllGVUN0aCtqYmtJWmgwdz09,(주)플그림,중소기업,컴퓨터 프로그래밍 서비스업,"134억 2,903만원 (2020년 기준)",www.plgrim.com,"서울 성동구 연무장5가길 7, 1404호",81 명 (2020년 기준),2014년 8월 29일 (업력 8년),김영민
Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,한스컨설팅,,시설관리·경비·용역,5억원 (2012년 기준),,서울 송파구 가락동 107-11 덕암빌딩 401호,10 명 (2012년 기준),,한용희
Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,한스컨설팅,,시설관리·경비·용역,5억원 (2012년 기준),,서울 송파구 가락동 107-11 덕암빌딩 401호,10 명 (2012년 기준),,한용희
RFJqdEJJL0NIbkRFWXVwRXZwSDF5dz09,(주)제이에이치스,"중소기업, 주식회사, 사단법인",전자상거래 소매 중개업,,jhscorp.co.kr,"서울 강남구 영동대로 602, 6층 앤065호",,2022년 1월 14일 (업력 0년),김지현
eWdmZW12VDhIZUlXeWVMSnBiL0ZxQT09,(주)버즈니,"중소기업, 스타트업, 연구소, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,89억원 (2018년 기준),,"서울 관악구 남부순환로 1832, 3층,10층,11층,12층,14층",85 명 (2018년 기준),2007년 10월 23일 (업력 15년),"남상협,김성국"
eWdmZW12VDhIZUlXeWVMSnBiL0ZxQT09,(주)버즈니,"중소기업, 스타트업, 연구소, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,89억원 (2018년 기준),,"서울 관악구 남부순환로 1832, 3층,10층,11층,12층,14층",85 명 (2018년 기준),2007년 10월 23일 (업력 15년),"남상협,김성국"
eWdmZW12VDhIZUlXeWVMSnBiL0ZxQT09,(주)버즈니,"중소기업, 스타트업, 연구소, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,89억원 (2018년 기준),,"서울 관악구 남부순환로 1832, 3층,10층,11층,12층,14층",85 명 (2018년 기준),2007년 10월 23일 (업력 15년),"남상협,김성국"
VTNUYVpjMzVncjk0VVc0ZWdjT2JmQT09,알서포트(주),"코스닥, 중소기업, 외국인 투자기업, 외부감사법인, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,,www.rsupport.com,"서울 송파구 위례성대로 10, 8층, 9층, 10층, 11층, 12층",296 명 (2021년 기준),2010년 7월 22일 (업력 12년),서형수
RnFWakIwcjBmeCthcUlhY2paTS8rZz09,(주)디버,"중소기업, 주식회사",데이터베이스 및 온라인정보 제공업,,dver.co.kr,"서울 마포구 마포대로 122, 17층",38 명 (2021년 기준),2019년 11월 20일 (업력 3년),장승래
ejJ4QVR4djVZVm1DcFVtazdXUDJEdz09,(주)위드케어스,중소기업,데이터베이스 및 온라인정보 제공업,,buly.kr/8echCbj,"서울 금천구 가산디지털1로 84, 3층 310호",15 명 (2021년 기준),2020년 12월 7일 (업력 2년),김기정
VTNUYVpjMzVncjk0VVc0ZWdjT2JmQT09,알서포트(주),"코스닥, 중소기업, 외국인 투자기업, 외부감사법인, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,247억 771만원 (2018년 기준),www.rsupport.com,"서울 송파구 위례성대로 10, 8층, 9층, 10층, 11층, 12층",205 명 (2018년 기준),2010년 7월 22일 (업력 12년),서형수
c2hEaTc4M0ZuMUlnY090c3FjOTN4dz09,(주)허닭,"중소기업, 주식회사",가금류 가공 및 저장 처리업,"339억 8,558만원 (2020년 기준)",www.heodak.com,"서울 강남구 테헤란로 424, 14층. 15층. 16층",80 명 (2020년 기준),2010년 7월 26일 (업력 12년),김주형/허경환
b0thRDlHKzl6M3RNdkxGbmpOdjV4UT09,플러거소프트,,솔루션·SI·ERP·CRM,,,"서울 강남구 영동대로 602,6층 n070호 (삼성동, 삼성동 미켈란107)",,,김서연
b0thRDlHKzl6M3RNdkxGbmpOdjV4UT09,플러거소프트,,솔루션·SI·ERP·CRM,,,"서울 강남구 영동대로 602,6층 n070호 (삼성동, 삼성동 미켈란107)",,,김서연
RlFVWGI4R01kWGxtUitoUkV0QlQrZz09,동호에이치알(주),"중소기업, 주식회사",상용 인력 공급 및 인사관리 서비스업,"176억 9,279만원 (2016년 기준)",,"서울 강남구 논현로132길 6, 402호",800 명 (2016년 기준),2010년 3월 25일 (업력 12년),장원준
OGUzK0RIWEs0YytKS1BQWW52eWJpUT09,㈜모바일팩토리,"중소기업, 주식회사, 수출입 기업",,"49억 3,430만원 (2021년 기준)",www.mobilefactory.co.kr,"서울 금천구 가산디지털1로 24, 1103호",44 명 (2021년 기준),2003년 9월 20일 (업력 19년),김창환
aXZ3djhUOGp3alVPUFJrQW9jTXh3dz09,이지샵 주식회사,"기타, 주식회사",솔루션·SI·ERP·CRM,,www.easyshop.co.kr,서울 중구 세종대로 39 대한서울상공회의소,13 명 (2021년 기준),2022년 4월 1일 (업력 0년),강의중
bzh6REVSd2J2T0lISnRaT2Zmbk9kQT09,다큐브(주),"중소기업, 주식회사",그 외 기타 분류 안된 사업지원 서비스업,,m.askavatar.ai,"서울 영등포구 여의나루로 67, 1201호",,2021년 1월 19일 (업력 1년),진주영
NVJJVk90ZGhwYnBDR0hyQ3puQjliUT09,(주)블루아이,"중소기업, 주식회사",컴퓨터 제조업,"7억 8,935만원 (2020년 기준)",theblueeye.com,"대전 서구 대덕대로167번길 15, 205호",7 명 (2020년 기준),2014년 1월 15일 (업력 8년),이용우
Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,한스컨설팅,,시설관리·경비·용역,5억원 (2012년 기준),,서울 송파구 가락동 107-11 덕암빌딩 401호,10 명 (2012년 기준),,한용희
QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,굿커리어,중소기업,경영 컨설팅업,,www.goodcareer.co.kr,서울 강남구 봉은사로 121,,,유창덕
b2FHMnFCSFNRemZoamxuZkFValgydz09,충북대학교산학협력단,"기타, 학교/교육기관",기타 공학 연구개발업,"1,105억 3,255만원 (2021년 기준)",http://sanhak.chungbuk.ac.kr,충북 청주시 서원구 충대로 1,59 명 (2021년 기준),2004년 4월 9일 (업력 18년),이영성
MzUyK0ZMZ1liaDJPbFJxVWJ1bFlWdz09,청오디피케이(주),중소기업,기타 식사용 가공처리 조리식품 제조업,"2,234억 5,097만원 (2021년 기준)",www.dominos.co.kr,서울 강남구 역삼로25길 35,414 명 (2021년 기준),,김영훈/오광현
WmErNlIyT011d01PVkk4MjZ1Y0t5QT09,(주)써머스플랫폼,외부감사법인,응용 소프트웨어 개발 및 공급업,325억 644만원 (2021년 기준),www.enuri.com,"서울 금천구 가산디지털1로 186, 13층",207 명 (2021년 기준),1999년 10월 15일 (업력 23년),김기록
QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,굿커리어,중소기업,경영 컨설팅업,,www.goodcareer.co.kr,서울 강남구 봉은사로 121,,,유창덕
QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,굿커리어,중소기업,경영 컨설팅업,,www.goodcareer.co.kr,서울 강남구 봉은사로 121,,,유창덕
THdqTE1hbFdsSGVFWkdLc3gwWnJQZz09,(주)케이티디에스,"대기업, 1000대기업, 외부감사법인",컴퓨터시스템 통합 자문 및 구축 서비스업,"5,969억 7,454만원 (2021년 기준)",www.ktds.com,서울 서초구 효령로 176,1514 명 (2021년 기준),2008년 7월 23일 (업력 14년),우정민
RFZ1eklNNEZ0NisxMlpzN1V0UVBDUT09,에이스휴먼파워(주),"중소기업, 주식회사",상용 인력 공급 및 인사관리 서비스업,"1,000억원 (2020년 기준)",www.acehp.co.kr,"서울 서초구 서초중앙로12길 7, 2층",4500 명 (2020년 기준),2002년 12월 1일 (업력 20년),황종근
TU9aZU1YbU9uNmJnM3BJSUVwN1B3QT09,(주)티디아이플레이,중소기업,광고 대행업,"69억 8,394만원 (2019년 기준)",,"서울 서초구 서초대로64길 8, 4층",,2017년 11월 9일 (업력 5년),정기철
dDlKVHZlVzR3WDRUbC9SZ2VwQ0F0UT09,(주)아이티키,중소기업,응용 소프트웨어 개발 및 공급업,30억원 (2020년 기준),WWW.ITKEY.CO.KR,"서울 금천구 벚꽃로 278, 1406호",70 명 (2020년 기준),2018년 7월 10일 (업력 4년),김성수
enJOQ0VzSnNOZ1djOGVzbTBUcjZadz09,(주)베스트에치알 (Best HR),"중소기업, 주식회사",경영 컨설팅업,,www.besthr.co.kr,"서울 마포구 만리재로 15, 905호",20 명 (2013년 기준),2013년 10월 28일 (업력 9년),김병수
c0pYY1pDMUR1QXVoWjNBMHhvdGpVUT09,에스에프인촌,"중소기업, 외부감사법인",고용 알선업,,www.sfinchon.co.kr,"서울 서초구 강남대로43길 17, 5층",,2020년 10월 22일 (업력 2년),이재환
bUJibDJ4RTVWM0FjaXBQNXpzZmRpdz09,(주)아롬정보기술,중소기업,시스템 소프트웨어 개발 및 공급업,"61억 4,954만원 (2021년 기준)",www.aromit.com,"서울 성동구 성수이로20길 10, 3층",77 명 (2022년 기준),2008년 9월 23일 (업력 14년),이윤재
WG9JbHQ1VU5GK3R3SHpGcnpRK0FRQT09,(주)브이엔티지,중견기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"314억 2,488만원 (2021년 기준)",www.vntgcorp.com/,"서울 마포구 양화로 45, 6층",230 명 (2021년 기준),2020년 6월 3일 (업력 2년),김태근
cW1RUVVtQzFHZGFYTDhmcEpUaW9Ydz09,구루넷,,포털·인터넷·컨텐츠,,,"경기 군포시 산본동 1140-2, 산수빌딩 701-3호",,,정태원
c2U1dStvYnF3ckxOYVVmQ2IvWlFiZz09,네이버시스템(주),외부감사법인,응용 소프트웨어 개발 및 공급업,769억 910만원 (2021년 기준),www.neighbor21.co.kr,"서울 송파구 중대로 135, 1601호",352 명 (2021년 기준),1998년 4월 28일 (업력 24년),임병조
RkVsUWVvVXE2U0MzVk4wZlk0VUxxUT09,(주)슈프리마,"코스닥, 중소기업, 주식회사, 병역특례 인증업체",유선 통신장비 제조업,"721억 3,098만원 (2019년 기준)",www.supremainc.com,"경기 성남시 분당구 정자일로 248, 17층 5호",180 명 (2019년 기준),2015년 12월 31일 (업력 7년),문영수
NDcreEpZWEZPTXZaelVMeFlkdkh4dz09,(주)대건소프트,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"15억 7,290만원 (2021년 기준)",www.daegunsoft.com,"대전 유성구 테크노2로 187, A동 504호, 505호",26 명 (2022년 기준),2015년 4월 15일 (업력 7년),이재명
Q2cwcWh1S3pwYjFNOE9iTFl6S05kZz09,(주)아카에이아이,"중소기업, 외국인 투자기업, 연구소, 주식회사, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,"5억 5,752만원 (2020년 기준)",https://www.akaintelligence.com/kr/,"서울 중구 청계천로 100, 9층,10층,11층",33 명 (2022년 기준),2019년 11월 19일 (업력 3년),정명원
RkVsUWVvVXE2U0MzVk4wZlk0VUxxUT09,(주)슈프리마,"코스닥, 중소기업, 주식회사, 병역특례 인증업체",유선 통신장비 제조업,"721억 3,098만원 (2019년 기준)",www.supremainc.com,"경기 성남시 분당구 정자일로 248, 17층 5호",180 명 (2019년 기준),2015년 12월 31일 (업력 7년),문영수
T3RKQTVPdDBsU0EyOUs4ZUNzVW01UT09,(주)플랜아이,"중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",응용 소프트웨어 개발 및 공급업,"102억 2,040만원 (2021년 기준)",www.plani.co.kr,대전 유성구 문지로 282-10,116 명 (2022년 기준),2004년 11월 26일 (업력 18년),이명기
NUZYemZFZ0NscGt2UTNZUkY0M3FuQT09,해시브랜드(주),"중소기업, 연구소, 주식회사",응용 소프트웨어 개발 및 공급업,8억원 (2022년 기준),hashbrand.kr,"대구 수성구 용학로 116-6, 2층 201호",7 명 (2022년 기준),2019년 11월 20일 (업력 3년),황병대
OGN5Qk5qOGZWak1jcUtqNXVNT1d5UT09,(주)사우정보기술,"중소기업, 주식회사",유선 통신업,20억원 (2019년 기준),www.sauit.kr,"서울 구로구 디지털로 285, 4층 401호",42 명 (2019년 기준),2017년 1월 17일 (업력 5년),조승희
YUJkbFR3REQrbnpJTTlVUmU0bkwxZz09,(주)씨엘정보기술,"중소기업, 주식회사",컴퓨터시스템 통합 자문 및 구축 서비스업,,www.cl2011.kr,"경기 군포시 산본천로 215-1, 3층",,2011년 3월 4일 (업력 11년),천현우
Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,한스컨설팅,,시설관리·경비·용역,5억원 (2012년 기준),,서울 송파구 가락동 107-11 덕암빌딩 401호,10 명 (2012년 기준),,한용희
Z3g5NXo4ZFBMYnJ2YTNnWXV0ZERMdz09,(주)에프엑스기어,"중소기업, 스타트업, 주식회사, 병역특례 인증업체, 수출입 기업",,"25억 9,294만원 (2020년 기준)",www.fxgear.net,서울 강남구 학동로46길 25,70 명 (2020년 기준),2004년 6월 10일 (업력 18년),최광진
c1FHNzNvMjFLalJIcUVMZm5yOWhPdz09,(주)한컴케어링크,"중소기업, 주식회사",그 외 기타 보건업,"39억 9,097만원 (2020년 기준)",www.hcarelink.co.kr,"서울 성동구 연무장5가길 7, 더블유동 807호, 808호",19 명 (2022년 기준),2016년 2월 12일 (업력 6년),천창기
OTRFVk8wYk1McERWTytjcHlHZzBRdz09,웰컴페이먼츠(주),"중소기업, 주식회사, 금융기관",그 외 기타 금융 지원 서비스업,55억원 (2019년 기준),www.welcomepayments.co.kr/,"서울 구로구 디지털로32길 30, 13층 1307호,1308호",29 명 (2019년 기준),2017년 8월 3일 (업력 5년),김기현
OWFra0JkTWZYYTVNOWJCNjhOcDNSdz09,유니시티코리아(유),"중소기업, 외국인 투자기업, 외부감사법인, 유한회사",화장품 및 화장용품 도매업,"2,560억원 (2021년 기준)",http://korea.unicity.com/recruit/,"서울 강남구 테헤란로 328, 3층",120 명 (2021년 기준),2003년 9월 1일 (업력 19년),록키스마트
cDRxZTZabzl0U3poOVplNmY3Q3BYUT09,(주)비엠테크,"중소기업, 주식회사",유선 통신장비 제조업,"22억 2,147만원 (2020년 기준)",www.bmtek.kr,대전 유성구 유성대로1628번길 37-17,11 명 (2020년 기준),2014년 12월 31일 (업력 8년),김민수
Y1NJVUtQdEZuMVRUSndKQXpWUG81UT09,(주)케이씨티,"코스닥, 외부감사법인, 수출입 기업",컴퓨터시스템 통합 자문 및 구축 서비스업,,www.kctinc.co.kr,경기 수원시 권선구 일월천로4번길 7-10,47 명 (2021년 기준),2002년 12월 14일 (업력 20년),이규현
eW5Ta1JzZUpMNXU0dE5lVnJaZlRPUT09,(주)베스텔라랩,"중소기업, 주식회사",데이터베이스 및 온라인정보 제공업,"18억 2,115만원 (2021년 기준)",vestellalab.com,"서울 마포구 백범로31길 21, 본관 5층 530호",,2018년 8월 16일 (업력 4년),정상수
c2JrcjRrcHhyVXVFd1VCYmpkUHdldz09,대성산업(주)정보시스템사업부,"사단법인, 주식회사",솔루션·SI·ERP·CRM,"107억 4,271만원 (2021년 기준)",www.daesungis.co.kr,서울 금천구 서부샛길 606 대성디폴리스지식산업센터 A동 29층,45 명 (2021년 기준),2000년 1월 1일 (업력 22년),"김영대, 이은우"
Ui81RmNpblpZdG5VM2ZiWkFwVFZsQT09,(주)에스티에이테스팅컨설팅,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"95억 4,500만원 (2021년 기준)",www.sta.co.kr,"서울 강남구 테헤란로43길 18, 4층",184 명 (2021년 기준),2008년 2월 20일 (업력 14년),권원일
Ui81RmNpblpZdG5VM2ZiWkFwVFZsQT09,(주)에스티에이테스팅컨설팅,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"95억 4,500만원 (2021년 기준)",www.sta.co.kr,"서울 강남구 테헤란로43길 18, 4층",184 명 (2021년 기준),2008년 2월 20일 (업력 14년),권원일
Z0FlSExpZ0tSOFJUWm0zeVk4a09pZz09,모노얼라이언스주식회사,"중소기업, 주식회사",컴퓨터시스템 통합 자문 및 구축 서비스업,"10억 8,038만원 (2020년 기준)",www.monoalliance.com,"서울 구로구 디지털로26길 5, 917호",14 명 (2021년 기준),2012년 2월 29일 (업력 10년),신명식
OC9KTDI1R3FkWWJZQi9VYndqMVJYZz09,이투스에듀(주),중견기업,일반 교과 학원,"1,646억 9,327만원 (2021년 기준)",www.etoos.com,서울 강남구 강남대로94길 30,686 명 (2021년 기준),1998년 4월 8일 (업력 24년),문정석
elBVNWE0dU5YZlVYUUJjNkF1S3ZnQT09,(주)요쿠스,"중소기업, 스타트업, 외부감사법인, 주식회사",응용 소프트웨어 개발 및 공급업,,www.jocoos.com,"서울 마포구 백범로31길 21, 별관 309호",,2012년 5월 3일 (업력 10년),최창훈
UXpJaWJERzVXRHNaZzhGSHRwV2RlZz09,(주)메이크인,"중소기업, 주식회사",임시 및 일용 인력 공급업,"38억 5,930만원 (2016년 기준)",www.make-in.net,서울 중구 퇴계로 344,250 명 (2016년 기준),2013년 2월 19일 (업력 9년),최현권
OUxraEdVWUhJeUR4MXpndUdvRk5UZz09,(주)이앤티컨버전스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,15억원 (2021년 기준),www.entcon.co.kr,"서울 구로구 부광로 88, B동 10층 1016호",,2015년 8월 21일 (업력 7년),이진화
OC9KTDI1R3FkWWJZQi9VYndqMVJYZz09,이투스에듀(주),중견기업,일반 교과 학원,"1,646억 9,327만원 (2021년 기준)",www.etoos.com,서울 강남구 강남대로94길 30,686 명 (2021년 기준),1998년 4월 8일 (업력 24년),문정석
Y2FUNVkvL1ZrcWd2K2tqeVBsTkV2QT09,(주)씽크트리,"중소기업, 연구소, 주식회사, 병역특례 인증업체, 수출입 기업",시스템 소프트웨어 개발 및 공급업,19억원 (2020년 기준),http://www.think-tree.com,"서울 마포구 매봉산로 37, 404호",25 명 (2020년 기준),2006년 6월 7일 (업력 16년),안병찬
UU9Jb0wxTnAralk5aCs1akVLTDI4UT09,(주)스카우트파트너스,"중소기업, 주식회사",고용 알선업,,http://www.scoutpartners.co.kr,"서울 강남구 테헤란로44길 5, 5층,6층",,2011년 9월 1일 (업력 11년),정성원
cFZUeEoyRnQydThrRjZtb1kyRC9Mdz09,에이치알서비스(주),중소기업,고용 알선업,,www.hrsvc.co.kr,"서울 강남구 봉은사로4길 10, 201호",,2019년 6월 25일 (업력 3년),장진우
RXRxRldvNENDS2JXL3JZb1Exb1VXUT09,주식회사 아토즈소프트,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,,atozsoft.co.kr,"서울 성동구 광나루로8길 31, 2동 401호",13 명 (2012년 기준),2012년 9월 1일 (업력 10년),서호진
RmZvS1FqZEFuaitnY2pKRXhjbngrZz09,(주)휴머스온,외부감사법인,응용 소프트웨어 개발 및 공급업,,www.humuson.com,"서울 강남구 선릉로 433, 10층",94 명 (2019년 기준),1998년 8월 5일 (업력 24년),백동훈
RFlTL3h4ZHViRjk1eWVGZk9CKzczUT09,(주)온카드시스템,중소기업,응용 소프트웨어 개발 및 공급업,3억원 (2020년 기준),oncard.or.kr,"경기 부천시 안곡로 209, 3층",20 명 (2020년 기준),2012년 1월 3일 (업력 10년),신창훈
bWp2ajh3RDdOdFBuczlxcTc2SWpSUT09,(주)이지미디어,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.easymedia.net,"서울 구로구 디지털로31길 20, 701,702,703호",73 명 (2019년 기준),2009년 2월 11일 (업력 13년),이지영
UU1nMzUwR1p5KzVvSENoTk9Lem8rQT09,에이블제이(주),"중소기업, 주식회사",기타 정보기술 및 컴퓨터운영 관련 서비스업,,interviewbox.co.kr,"서울 강남구 강남대로94길 18, 3층 301호",,2021년 1월 29일 (업력 1년),박경호
