채용글번호,채용글제목,직무타입,직무기술스택,경력,학력,근무형태,필수사항,우대사항,급여,직급/직책,근무일시,근무지역,남은지원기간,기업코드
42552970,[성남/판교] MODERN PHP 개발자를 찾습니다.(정규직),백엔드,php,경력 1~3년,학력무관,정규직,,"전공:컴퓨터/시스템공학,기타:Laravel 경험자",면접 후 결정,,주 5일(월~금),(13487) 경기 성남시 분당구 판교로 242 판교디지털센터 C동 401호(삼평동),3,Y1Axb05KeEdxbkhlSXd0VFdIOTRFdz09
42542392,"웹, 앱, 응용개발(음성, 언어, 자연어처리, 머신러닝 개발 보조)","모바일,기타,웹",머신러닝,무관(신입포함),학력무관,"정규직, 계약직, 프리랜서",,"전공:전기/전자공학, 컴퓨터/시스템공학, 기계/자동차/조선공학,외국어 능력:영어가능자,근무조건:인근거주자",면접 후 결정,"연구원, 주임연구원, 선임연구원",주 5일(월~금),(15487) 경기 안산시 상록구 송호1길 17 송호빌딩 4층(이동) 서울 4호선 한대앞역에서 800m 이내,2,VHVCODVNNlhaaVFncjZIZWFGUUwvQT09
42897442,웹개발자 / 앱개발자 / 웹퍼블리셔 모집 (정규직),"모바일,웹",,경력 1년 ↑,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,주 5일(월~금) 09:30~18:30,(06672) 서울 서초구 서초대로24길 40 남우빌딩 2층(방배동) 서울 7호선 내방역에서 300m 이내,20,cVBkYTAvM0RNU2k4VHBySWNqVi85dz09
42884740,[야나두] 개발자 대규모 채용 (백엔드 개발),백엔드,,경력 3년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),(06173) 서울 강남구 영동대로96길 26 하나은행삼성동 3/4층(삼성동) 서울 2호선 삼성역에서 300m 이내,채용시 마감,YTNTaGtMMnZkaGRyQ2FNUHhGVFo4QT09
42867980,"주니어 프론트엔드 개발자 (병역특례 , 산업기능요원 가능)",프론트엔드,,경력 2~8년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",상시 채용,MWhkMC8zelRpSU1JSzNTeXZyLzYvZz09
42615448,신입 웹 프로그래머(JAVA) 모집-경력자 환영,백엔드,java,신입·경력(년수무관),"대졸(2,3년제) 이상(예정자 가능)",정규직,,,면접 후 결정,면접 후 결정 / 팀원,주 5일(월~금) 09:00~18:00,(07217) 서울 영등포구 당산로41길 11 당산 SK V1 center  E동 1312호(당산동4가) 서울 9호선 당산역에서 500m 이내,10,MTk0VklRQzVGRDF3WHI1KzBzc1o2UT09
42872688,스타트업 플랫폼 회사 웹 및 모바일 php개발자 모집,"백엔드,모바일",php,경력 2년 ↑,학력무관,정규직,,"활동/경험:해당직무 근무경험,기타:서버 관리 가능자",면접 후 결정,,주 5일(월~금) 10:00~17:00,(08589) 서울 금천구 디지털로 130 남성프라자 808호 서울 7호선 가산디지털단지역에서 800m 이내,11,ZlpPanh0b015bmI5WDJBVk8yYlNpQT09
41722419,[챌린저스 앱] 백엔드(서버) 개발자,"백엔드,모바일",,경력 3~10년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",상시 채용,RnhXLytGNUV6azFUZTlYR0FVbXh6UT09
42862475,"웹/앱 및 솔루션 연구개발, 패키지영업 및 고객지원 신입경력","모바일,웹",,무관(신입포함),학력무관(예정자 가능),정규직,,"전공:컴퓨터/시스템공학, 공학계열,자격증:정보처리기사,활동/경험:해당직무 근무경험, 해당직무 인턴경력,자격/능력:컴퓨터활용능력 우수",면접 후 결정,부문별 상이,주 5일(월~금) 09:00~18:00,"(08512) 서울 금천구 디지털로9길 68 , 801호 (가산동,대륭포스트타워 5차) 서울 1호선 가산디지털단지역에서 500m 이내",20,WlZ1NDNKcU9sNXZDZ1ZqOEZWV2l0Zz09
42832253,2022년 오픈나루 Javascript UI/UX 연구원 채용,프론트엔드,javascript,신입·경력,학력무관,정규직,,,면접 후 결정,,,서울 성동구,7,YytjMERXd2RZT3I3eFFicExBcWZVdz09
42853538,[짐싸] 짐싸 백엔드 시니어 개발자 모집 (4년 이상),백엔드,,경력 4~6년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,주 5일(월~금),"(06236) 서울 강남구 테헤란로 302, 위워크타워 14층 서울 2호선 선릉역에서 800m 이내",9,OGR6SjNHbHY4UDdkR2N4eGgvU29OZz09
42851967,Java·JSP/eGovFrame/공간정보/모바일/3D개발 경력 개발자,"백엔드,모바일","java,jsp",경력 3~15년,학력무관,정규직,,"전공:컴퓨터/시스템공학,자격증:정보처리기사,활동/경험:해당직무 근무경험,기타:전자정부프레임워크 유경험자",면접 후 결정,면접 후 결정,주 5일(월~금) 09:00~18:00,(302-852) 대전 서구 월평동 850 대전 1호선 월평역에서 300m 이내,9,Q2FXM2FwMmZPUEhTL2pVZHZCSjN0dz09
42847036,"[무신사/개발팀]유지보수,CSS,HTML/자기계발비,품위유지비,다양",기타,,무관(신입포함),고교졸업 이상,"계약직, 파견직",,,면접 후 결정,사원 / 팀원,주 5일(월~금) 09:00~18:00,(04779) 서울 성동구 아차산로 38 개풍빌딩(성수동1가) 서울 2호선 뚝섬역에서 200m 이내,8,L1Y4TDd0aERLNUg3MDFvMWs5ZEF6UT09
42582072,(주)가디언홀딩스 (오아시스 거래소) 개발 직군 채용,기타,,신입·경력 3~5년,"대졸(2,3년제) 이상(예정자 가능)",정규직,,,면접 후 결정,,10:00~06:00,"(06210) 서울 강남구 언주로 432, 타워432 13층 서울 2호선 선릉역에서 800m 이내",채용시 마감,T3NvNWZuc2pqNmcxMENjMHI0RFN1dz09
42837905,[플랜트] IT개발 정규직/프리랜서 채용,기타,,경력 2~4년,대졸(4년제) 이상,"정규직, 계약직, 프리랜서",활동/경험:해당직무 근무경험,,면접 후 결정,,유연근무제,(06279) 서울 강남구 도곡로78길 22 서울 3호선 대치역에서 500m 이내,8,UDVlVDZsWFM4emV4ZG5FYThEK1F6QT09
42823825,[허브디앤씨] 웹/앱 프론트엔드/백엔드 개발자,"백엔드,프론트엔드,모바일",,신입·경력 1년 ↑,"대졸(2,3년제) 이상(예정자 가능)",정규직,,"전공:컴퓨터/시스템공학,활동/경험:해당직무 근무경험",면접 후 결정,"팀장, 팀원",주 5일(월~금) 10:00~19:00,(06143) 서울 강남구 역삼동 681-32 서울 9호선 선정릉역에서 300m 이내,7,KzdEMTUxN2FZZ0ZRU01XbkpzSk83QT09
42570063,개발팀 모집 (경력),기타,,경력 2~7년,학력무관,"정규직, 계약직",,"전공:컴퓨터/시스템공학,자격증:정보처리기사,자격/능력:문서작성 우수자,기타:시스템분석 설계가능자(컨버젼)이공계이수자4~7년 경력자",면접 후 결정,"대리, 과장",주 5일(월~금) 09:00~18:00,(150-891) 서울 영등포구 여의도동 45-15 서린빌딩 8층 805호 서울 9호선 샛강역에서 300m 이내,13,aEswaGxObHFPU3FESFBXYzBKdmVLQT09
42818556,콘텐츠 플랫폼 경력 개발자(프론트엔드 / 백엔드) 채용,"백엔드,프론트엔드",,경력 2~10년,학력무관,"정규직, 계약직",,,면접 후 결정,"팀장, 팀원",10:00~19:00,(13449) 경기 성남시 수정구 대왕판교로 815 판교창조경제밸리. 816호(시흥동),34,RW1sVnJkbE43SThyWlNSdXVWTHJTQT09
42813644,"[무신사/운영기획]앱개발,앱솔루션관련/품위유지비,자기계발비등",모바일,,무관(신입포함),고교졸업 이상,"계약직, 파견직",,,면접 후 결정,사원 / 팀원,주 5일(월~금) 09:00~18:00,(04779) 서울 성동구 아차산로 38 개풍빌딩(성수동1가) 서울 2호선 뚝섬역에서 200m 이내,4,L1Y4TDd0aERLNUg3MDFvMWs5ZEF6UT09
42813356,"[무신사/개발팀]유지보수,CSS,HTML / 자기계발비,품위유지비등",기타,,무관(신입포함),고교졸업 이상,"계약직, 파견직",,,면접 후 결정,사원 / 팀원,주 5일(월~금) 09:00~18:00,(04779) 서울 성동구 아차산로 38 개풍빌딩(성수동1가) 서울 2호선 뚝섬역에서 200m 이내,4,L1Y4TDd0aERLNUg3MDFvMWs5ZEF6UT09
42807699,Cloud사업본부 내 각 분야 개발자 및 구축/운영 담당자 모집,기타,,무관(신입포함),학력무관,정규직,,"전공:공학계열,활동/경험:해당직무 근무경험",면접 후 결정,팀원,주 5일(월~금),"(06694) 서울 서초구 효령로 17(방배동, 청진빌딩)(방배동) 서울 4호선 사당역에서 500m 이내",3,SWN3VmoyVW5JOHhidjUzalFkV3llQT09
42803349,"[무신사/개발팀]유지보수,CSS,HTML / 매월지원되는 다양한복지",기타,,무관(신입포함),고교졸업 이상,"계약직, 파견직",,,면접 후 결정,사원 / 팀원,주 5일(월~금) 09:00~18:00,(04779) 서울 성동구 아차산로 38 개풍빌딩(성수동1가) 서울 2호선 뚝섬역에서 200m 이내,3,L1Y4TDd0aERLNUg3MDFvMWs5ZEF6UT09
42803214,UX 디자인 / 앱개발 공개 채용 (삼성역),모바일,,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)","정규직, 프리랜서",,"전공:공학계열,활동/경험:해당직무 근무경험",면접 후 결정,"과장, 사원 / 팀장",09:30~06:30,(08805) 서울 관악구 남부순환로 2056 태림빌딩 지하1층 슈퍼플레이(남현동) 서울 2호선 사당역에서 500m 이내,3,VHRFdFFENVlzdHZFMkNwU2VSbGN4dz09
42565901,2022 상반기 Linux/웹개발/계장설계/퍼블리셔 외 각 부문별 모집,웹,,무관(신입포함),고교졸업 이상,"정규직, 계약직, 아르바이트",활동/경험:해당직무 근무경험,"전공:컴퓨터/시스템공학,기타:전기계장 도면 설계 CAD 사용 가능자, 크로스브라우징 관련이슈 대응가능자,활동/경험:해당직무 근무경험",월급 220 만원 (주 40시간),"연구원, 사원, 면접 후 결정",09:00~18:00,(43008) 대구 달성군 구지면 국가산단대로40길 20 국가물산업클러스터 G407호,채용시 마감,L2dLWEdTVXRqMlQzd0VQNHhHS3J2QT09
42774258,[국비지원]CCNA(네트워크)/웹퍼블리셔/프론트엔드/빅데이터 단기 IT직무교육,프론트엔드,,무관,학력무관,교육생,,,,,,"서울전체, 경기전체, 인천전체",20,
42778479,[아이디자인랩] AI 기반 한국어 교육 앱 서비스 개발자(경력),모바일,,경력 3년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,,09:30~18:30,(121-840) 서울 마포구 서교동 395-113 라임하우스 303호  서울 2호선 합정역에서 500m 이내,채용시 마감,Q3hIS1A1MkFGZjNzMEFGTlVjN1FmZz09
42782165,(주)디지털존 사업기획팀 기획자/개발자 분야별 모집,기타,,무관(신입포함),학력무관(예정자 가능),정규직,,"전공:컴퓨터/시스템공학,자격증:정보처리기사,활동/경험:해당직무 근무경험,자격/능력:컴퓨터활용능력 우수, 문서작성 우수자, PPT능력 우수자",면접 후 결정,부문별 상이,주 5일(월~금) 09:00~18:00,(121-912) 서울 마포구 상암동 DMC첨단산업센터 521호,1,VjIrYnlXazNBdUFhNjlXNDh0bHRCUT09
42777233,[와이즈오토모티브] 스마트자동차 연구원 채용,기타,,무관(신입포함),학력무관(예정자 가능),정규직,활동/경험:해당직무 근무경험,"전공:전기/전자공학, 컴퓨터/시스템공학, 공학계열,활동/경험:해당직무 근무경험","연봉 8,000 만원 (주 40시간)",부문별 상이,주 5일(월~금) 08:30~17:30,(06711) 서울 서초구 반포대로3길 31 서울 3호선 남부터미널역에서 800m 이내,오늘 마감,UjNlc3VpOHgwaXRvWnlPVHV5eWVNUT09
42770802,[티빙] 개발부문 경력채용,기타,,경력 2년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),"(03909) 서울 마포구 상암산로 34, 15층 경의중앙선 수색역에서 800m 이내",30,QzFZYmxPQzdHdXZ4YU4xamxrTWhFdz09
42745307,JAVA 웹개발자 신입 및 경력 채용 - 평택 근무,백엔드,java,신입·경력 2년 ↑,"대졸(2,3년제) 이상(예정자 가능)",정규직,,"전공:공학계열,자격증:정보처리기사,활동/경험:해당직무 근무경험,기타:컴퓨터활용능력 우수",면접 후 결정,,주 5일(월~금),(17854) 경기 평택시 비전5로 20-38 에이치탑5(비전동),26,S3Y4WklUSUFDanBWUWlYRGF3ajBXZz09
42744786,"플랫폼 서비스 (iOS, AOS, react, nodejs)  개발자 모집","프론트엔드,모바일","react,ios",경력 1년 ↑,학력무관,정규직,,,면접 후 결정,,10:00~06:00,(06619) 서울 서초구 서초대로 396 강남빌딩(서초동) 신분당선 강남역에서 500m 이내,26,bks4M2k5aThNT1d5Rm9HSHBsMEJNUT09
42630628,프론트엔드 개발자(Angular),프론트엔드,angular,경력 2년 ↑,학력무관,정규직,,"전공:컴퓨터/시스템공학, 공학계열,근무조건:인근거주자,활동/경험:해당직무 근무경험",면접 후 결정,"주임연구원, 선임연구원, 책임연구원",주 5일(월~금) 10:00~19:00,(08506) 서울 금천구 가산디지털2로 98 IT캐슬 1동 411호(가산동) 서울 7호선 가산디지털단지역에서 500m 이내,11,T3M5NERBNGJHZGdtL0sydDFWNGJ6dz09
42733247,[신입/경력] PM/UI.UX기획/디자인/웹개발/앱개발/퍼블리싱 부문,"모바일,웹",,신입·경력(년수무관),"대졸(2,3년제) 이상","정규직, 계약직, 프리랜서",,,면접 후 결정,팀원,주 5일(월~금),(03993) 서울 마포구 동교동 197-43 3층 서울 2호선 홍대입구역에서 300m 이내,상시 채용,b0d1SUdxcmtQMHdOV1pRN2IyTDcxdz09
42693509,개발팀 신입 · 경력자 모집,기타,,신입·경력 1~10년,학력무관,정규직,,"전공:컴퓨터/시스템공학,자격/능력:컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자",면접 후 결정,면접 후 결정,09:30~18:30,(05854) 서울 송파구 송파대로 201 송파 테라타워2 A동 904호(문정동) 서울 8호선 문정역에서 300m 이내,19,NmRSRXdmazIxb29LUjNLTmJUNkxkUT09
42729751,소명소프트(주) 2022 정기채용 - 앱/웹 개발자(고급이상),"모바일,웹",,경력 6~9년,학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:00~18:00,(05632) 서울 송파구 위례성대로6길 40 두레빌딩 202호(방이동) 서울 9호선 송파나루역에서 500m 이내,23,L3FobnRWVkcvcm8zZnVBdXJMbUFEdz09
42662596,ReactJS 개발자(3년 이상),프론트엔드,react,경력 3~15년,학력무관,정규직,,,면접 후 결정,,,"서울전체, 서울 관악구",상시 채용,aTFhTGRjNEVDMFRIdi9rQlhlM0prdz09
42579901,병역특례(전직/보충역) 스마트빌 개발자 모집(모바일/.NET/JAVA),"백엔드,모바일",java,경력(년수무관),대졸(4년제) 이상(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,"(06104) 서울 강남구 학동로 230 유빔빌딩 5, 6, 7층(논현동) 서울 7호선 학동역에서 300m 이내",채용시 마감,L2V2azVmQVp2c0lkZ1RxKzhmTWZFQT09
41259035,[자연이랑] 쇼핑몰 웹 개발 및 운영(경력),웹,,경력 6~12년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,"서울전체, 서울 강서구, 용산구",20,NUdrczNwZnpzM3oyNWFPeisxbVJVZz09
42150482,백엔드 개발자,백엔드,,경력 3~10년,대졸(4년제) 이상,정규직,,,회사내규에 따름,,,"서울전체, 서울 마포구",상시 채용,TTIvMmtoVklMT1ZVVlBWZUhTclFrdz09
41133094,프론트엔드 개발자(flutter),프론트엔드,,신입·경력 20년 ↓,대졸(4년제) 이상,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",상시 채용,d0VpYjIyRmZHd0pzVitkZVJWS2VTZz09
41516260,프론트엔드 개발자(RN Developer),프론트엔드,,경력 3~5년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 서초구",상시 채용,ZGFuQkt0a0lWK2o5RlI0ZE9iQzRFUT09
40692708,프론트엔드 개발자,프론트엔드,,경력 3~10년,학력무관,정규직,,,면접 후 결정,,,"서울전체, 서울 송파구",상시 채용,WlVGdkk2VWplTUdXSUFWZTNncTFhZz09
41580342,프론트엔드 개발자,프론트엔드,,경력 3~10년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 송파구",상시 채용,WlVGdkk2VWplTUdXSUFWZTNncTFhZz09
41609243,[호텔에삶] 앱 개발자(React Native),"프론트엔드,모바일","react,react native",경력 3~10년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 마포구",상시 채용,
40833203,[경력직/팀장급] 웹프로그램 개발자를 모십니다.,웹,,경력 5~20년,"대졸(2,3년제) 이상",정규직,,,회사내규에 따름,,,"부산전체, 부산 부산진구",상시 채용,
41007180,웹개발자를 모집합니다.,웹,,신입·경력 7년 ↓,"대졸(2,3년제) 이상(예정자 가능)",정규직,,,회사내규에 따름,,,"서울전체, 서울 송파구",상시 채용,
40953066,모바일 앱 개발 PM,모바일,,경력 5년 ↑,대졸(4년제) 이상,정규직,,,회사내규에 따름,,,"광주전체, 광주 북구, 서울전체, 서울 강남구",상시 채용,TXh6aFZrT29obTNaMlovOTQybXpHUT09
40340896,회사와 함께 성장하는 프론트엔드 개발자,프론트엔드,,경력 2년 ↑,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 서초구",상시 채용,aW5NMVVhYUpKejNwR1lLVFJNNnJEZz09
40736072,"Web 프론트엔드 개발자(병역특례 보충역 편입가능, 현역 편입불가)",프론트엔드,,경력 3~15년,학력무관,정규직,,,회사내규에 따름,,,(06241) 서울 강남구 테헤란로2길 27 패스트파이브빌딩 11층 1116호(역삼동),상시 채용,YldOelFra2FKZm5heTR5bjdMcFpFZz09
40642536,백엔드 개발자 모집,백엔드,,경력 2~10년,"대졸(2,3년제) 이상",정규직,,,회사내규에 따름,,,"(13121) 경기 성남시 수정구 위례순환로 53 3601동 1301호(창곡동, 성남위례 LH36단지)",상시 채용,UDhQcUM0UU1weFJHMktUU1kwUEx1QT09
40221827,개발팀(인공지능·머신러닝/웹풀스택) 담당자 모집,"풀스택,기타","인공지능,머신러닝",경력 4~9년,학력무관,정규직,,,회사내규에 따름,,,"(06028) 서울 강남구 압구정로10길 13 401호(신사동, 마사빌딩)(신사동)",상시 채용,
42863330,"JAVA / DBA / 웹,앱 디자이너 / QA테스터 / 각 기획직무 모집","백엔드,모바일,기타","java,db",경력,학력무관,"정규직, 계약직",,,면접 후 결정,면접 후 결정,주 5일(월~금),"서울 송파구, 서울전체",9,TG5JMW5Ma0N3MWs0bFFJQzNwOEc4dz09
